region;år;Hovedalternativet (MMMM)
3301 Drammen;2027;106303
3301 Drammen;2028;106754
3301 Drammen;2029;107224
3301 Drammen;2030;107711
3301 Drammen;2031;108203
3301 Drammen;2032;108695
3301 Drammen;2033;109185
3301 Drammen;2034;109675
3301 Drammen;2035;110164
3301 Drammen;2036;110652
3301 Drammen;2037;111124
3301 Drammen;2038;111583
3301 Drammen;2039;112028
3301 Drammen;2040;112460
3301 Drammen;2041;112879
3301 Drammen;2042;113285
3301 Drammen;2043;113678
3301 Drammen;2044;114056
3301 Drammen;2045;114419
3301 Drammen;2046;114766
3301 Drammen;2047;115095
3301 Drammen;2048;115405
3301 Drammen;2049;115696
3301 Drammen;2050;115964
3303 Kongsberg;2024;28848
3303 Kongsberg;2025;29101
3303 Kongsberg;2026;29284
3303 Kongsberg;2027;29403
3303 Kongsberg;2028;29527
3303 Kongsberg;2029;29660
3303 Kongsberg;2030;29802
3303 Kongsberg;2031;29944
3303 Kongsberg;2032;30084
3303 Kongsberg;2033;30223
3303 Kongsberg;2034;30362
3303 Kongsberg;2035;30501
3303 Kongsberg;2036;30640
3303 Kongsberg;2037;30775
3303 Kongsberg;2038;30907
3303 Kongsberg;2039;31035
3303 Kongsberg;2040;31159
3303 Kongsberg;2041;31280
3303 Kongsberg;2042;31396
3303 Kongsberg;2043;31508
3303 Kongsberg;2044;31615
3303 Kongsberg;2045;31718
3303 Kongsberg;2046;31817
3303 Kongsberg;2047;31911
3303 Kongsberg;2048;32001
3303 Kongsberg;2049;32086
3303 Kongsberg;2050;32165
3305 Ringerike;2024;31581
3305 Ringerike;2025;31746
3305 Ringerike;2026;31893
3305 Ringerike;2027;32014
3305 Ringerike;2028;32152
3305 Ringerike;2029;32304
3305 Ringerike;2030;32471
3305 Ringerike;2031;32634
3305 Ringerike;2032;32793
3305 Ringerike;2033;32950
3305 Ringerike;2034;33107
3305 Ringerike;2035;33263
3305 Ringerike;2036;33421
3305 Ringerike;2037;33574
3305 Ringerike;2038;33722
3305 Ringerike;2039;33865
3305 Ringerike;2040;34003
3305 Ringerike;2041;34135
3305 Ringerike;2042;34260
3305 Ringerike;2043;34380
3305 Ringerike;2044;34495
3305 Ringerike;2045;34604
3305 Ringerike;2046;34709
3305 Ringerike;2047;34809
3305 Ringerike;2048;34904
3305 Ringerike;2049;34994
3305 Ringerike;2050;35080
3310 Hole;2024;6989
3310 Hole;2025;7123
3310 Hole;2026;7237
3310 Hole;2027;7329
3310 Hole;2028;7410
3310 Hole;2029;7481
3310 Hole;2030;7540
3310 Hole;2031;7598
3310 Hole;2032;7654
3310 Hole;2033;7709
3310 Hole;2034;7764
3310 Hole;2035;7820
3310 Hole;2036;7875
3310 Hole;2037;7932
3310 Hole;2038;7988
3310 Hole;2039;8044
3310 Hole;2040;8099
3310 Hole;2041;8154
3310 Hole;2042;8207
3310 Hole;2043;8260
3310 Hole;2044;8311
3310 Hole;2045;8360
3310 Hole;2046;8407
3310 Hole;2047;8452
3310 Hole;2048;8494
3310 Hole;2049;8534
3310 Hole;2050;8570
3312 Lier;2024;28470
3312 Lier;2025;28871
3312 Lier;2026;29206
3312 Lier;2027;29476
3312 Lier;2028;29737
3312 Lier;2029;29989
3312 Lier;2030;30232
3312 Lier;2031;30470
3312 Lier;2032;30702
3312 Lier;2033;30932
3312 Lier;2034;31159
3312 Lier;2035;31385
3312 Lier;2036;31611
3312 Lier;2037;31832
3312 Lier;2038;32049
3312 Lier;2039;32261
3312 Lier;2040;32469
3312 Lier;2041;32671
3312 Lier;2042;32868
3312 Lier;2043;33061
3312 Lier;2044;33247
3312 Lier;2045;33428
3312 Lier;2046;33600
3312 Lier;2047;33764
3312 Lier;2048;33918
3312 Lier;2049;34063
3312 Lier;2050;34197
3314 Øvre Eiker;2024;20779
3314 Øvre Eiker;2025;21045
3314 Øvre Eiker;2026;21295
3314 Øvre Eiker;2027;21524
3314 Øvre Eiker;2028;21755
3314 Øvre Eiker;2029;21987
3314 Øvre Eiker;2030;22221
3314 Øvre Eiker;2031;22449
3314 Øvre Eiker;2032;22673
3314 Øvre Eiker;2033;22891
3314 Øvre Eiker;2034;23104
3314 Øvre Eiker;2035;23313
3314 Øvre Eiker;2036;23518
3314 Øvre Eiker;2037;23717
3314 Øvre Eiker;2038;23910
3314 Øvre Eiker;2039;24096
3314 Øvre Eiker;2040;24275
3314 Øvre Eiker;2041;24448
3314 Øvre Eiker;2042;24615
3314 Øvre Eiker;2043;24775
3314 Øvre Eiker;2044;24930
3314 Øvre Eiker;2045;25078
3314 Øvre Eiker;2046;25220
3314 Øvre Eiker;2047;25355
3314 Øvre Eiker;2048;25484
3314 Øvre Eiker;2049;25607
3314 Øvre Eiker;2050;25722
3316 Modum;2024;14665
3316 Modum;2025;14756
3316 Modum;2026;14829
3316 Modum;2027;14886
3316 Modum;2028;14951
3316 Modum;2029;15025
3316 Modum;2030;15107
3316 Modum;2031;15188
3316 Modum;2032;15266
3316 Modum;2033;15343
3316 Modum;2034;15419
3316 Modum;2035;15495
3316 Modum;2036;15570
3316 Modum;2037;15642
3316 Modum;2038;15712
3316 Modum;2039;15779
3316 Modum;2040;15844
3316 Modum;2041;15907
3316 Modum;2042;15968
3316 Modum;2043;16027
3316 Modum;2044;16083
3316 Modum;2045;16138
3316 Modum;2046;16191
3316 Modum;2047;16242
3316 Modum;2048;16291
3316 Modum;2049;16338
3316 Modum;2050;16382
3318 Krødsherad;2024;2241
3318 Krødsherad;2025;2270
3318 Krødsherad;2026;2288
3318 Krødsherad;2027;2298
3318 Krødsherad;2028;2304
3318 Krødsherad;2029;2308
3318 Krødsherad;2030;2309
3318 Krødsherad;2031;2310
3318 Krødsherad;2032;2310
3318 Krødsherad;2033;2311
3318 Krødsherad;2034;2312
3318 Krødsherad;2035;2312
3318 Krødsherad;2036;2313
3318 Krødsherad;2037;2313
3318 Krødsherad;2038;2314
3318 Krødsherad;2039;2315
3318 Krødsherad;2040;2316
3318 Krødsherad;2041;2318
3318 Krødsherad;2042;2319
3318 Krødsherad;2043;2321
3318 Krødsherad;2044;2323
3318 Krødsherad;2045;2325
3318 Krødsherad;2046;2327
3318 Krødsherad;2047;2329
3318 Krødsherad;2048;2330
3318 Krødsherad;2049;2332
3318 Krødsherad;2050;2334
3320 Flå;2024;1115
3320 Flå;2025;1154
3320 Flå;2026;1182
3320 Flå;2027;1202
3320 Flå;2028;1217
3320 Flå;2029;1227
3320 Flå;2030;1233
3320 Flå;2031;1238
3320 Flå;2032;1244
3320 Flå;2033;1250
3320 Flå;2034;1255
3320 Flå;2035;1261
3320 Flå;2036;1266
3320 Flå;2037;1272
3320 Flå;2038;1277
3320 Flå;2039;1281
3320 Flå;2040;1286
3320 Flå;2041;1289
3320 Flå;2042;1293
3320 Flå;2043;1296
3320 Flå;2044;1299
3320 Flå;2045;1301
3320 Flå;2046;1304
3320 Flå;2047;1306
3320 Flå;2048;1308
3320 Flå;2049;1310
3320 Flå;2050;1311
3322 Nesbyen;2024;3301
3322 Nesbyen;2025;3283
3322 Nesbyen;2026;3263
3322 Nesbyen;2027;3242
3322 Nesbyen;2028;3225
3322 Nesbyen;2029;3212
3322 Nesbyen;2030;3203
3322 Nesbyen;2031;3195
3322 Nesbyen;2032;3187
3322 Nesbyen;2033;3180
3322 Nesbyen;2034;3174
3322 Nesbyen;2035;3168
3322 Nesbyen;2036;3162
3322 Nesbyen;2037;3156
3322 Nesbyen;2038;3149
3322 Nesbyen;2039;3142
3322 Nesbyen;2040;3134
3322 Nesbyen;2041;3126
3322 Nesbyen;2042;3118
3322 Nesbyen;2043;3109
3322 Nesbyen;2044;3101
3322 Nesbyen;2045;3092
3322 Nesbyen;2046;3083
3322 Nesbyen;2047;3074
3322 Nesbyen;2048;3066
3322 Nesbyen;2049;3058
3322 Nesbyen;2050;3050
3324 Gol;2024;4986
3324 Gol;2025;5122
3324 Gol;2026;5209
3324 Gol;2027;5257
3324 Gol;2028;5291
3324 Gol;2029;5313
3324 Gol;2030;5324
3324 Gol;2031;5336
3324 Gol;2032;5348
3324 Gol;2033;5360
3324 Gol;2034;5373
3324 Gol;2035;5386
3324 Gol;2036;5400
3324 Gol;2037;5414
3324 Gol;2038;5428
3324 Gol;2039;5441
3324 Gol;2040;5453
3324 Gol;2041;5465
3324 Gol;2042;5475
3324 Gol;2043;5485
3324 Gol;2044;5494
3324 Gol;2045;5503
3324 Gol;2046;5511
3324 Gol;2047;5518
3324 Gol;2048;5525
3324 Gol;2049;5531
3324 Gol;2050;5535
3326 Hemsedal;2024;2666
3326 Hemsedal;2025;2738
3326 Hemsedal;2026;2794
3326 Hemsedal;2027;2836
3326 Hemsedal;2028;2875
3326 Hemsedal;2029;2913
3326 Hemsedal;2030;2949
3326 Hemsedal;2031;2984
3326 Hemsedal;2032;3019
3326 Hemsedal;2033;3053
3326 Hemsedal;2034;3086
3326 Hemsedal;2035;3118
3326 Hemsedal;2036;3150
3326 Hemsedal;2037;3180
3326 Hemsedal;2038;3210
3326 Hemsedal;2039;3238
3326 Hemsedal;2040;3265
3326 Hemsedal;2041;3291
3326 Hemsedal;2042;3316
3326 Hemsedal;2043;3340
3326 Hemsedal;2044;3363
3326 Hemsedal;2045;3385
3326 Hemsedal;2046;3405
3326 Hemsedal;2047;3424
3326 Hemsedal;2048;3443
3326 Hemsedal;2049;3459
3326 Hemsedal;2050;3475
3328 Ål;2024;5007
3328 Ål;2025;5174
3328 Ål;2026;5276
3328 Ål;2027;5325
3328 Ål;2028;5353
3328 Ål;2029;5361
3328 Ål;2030;5351
3328 Ål;2031;5343
3328 Ål;2032;5338
3328 Ål;2033;5333
3328 Ål;2034;5330
3328 Ål;2035;5327
3328 Ål;2036;5325
3328 Ål;2037;5323
3328 Ål;2038;5321
3328 Ål;2039;5318
3328 Ål;2040;5315
3328 Ål;2041;5311
3328 Ål;2042;5305
3328 Ål;2043;5299
3328 Ål;2044;5292
3328 Ål;2045;5285
3328 Ål;2046;5277
3328 Ål;2047;5268
3328 Ål;2048;5260
3328 Ål;2049;5251
3328 Ål;2050;5242
3330 Hol;2024;4496
3330 Hol;2025;4547
3330 Hol;2026;4584
3330 Hol;2027;4605
3330 Hol;2028;4625
3330 Hol;2029;4644
3330 Hol;2030;4662
3330 Hol;2031;4680
3330 Hol;2032;4698
3330 Hol;2033;4716
3330 Hol;2034;4734
3330 Hol;2035;4751
3330 Hol;2036;4767
3330 Hol;2037;4782
3330 Hol;2038;4796
3330 Hol;2039;4808
3330 Hol;2040;4820
3330 Hol;2041;4830
3330 Hol;2042;4839
3330 Hol;2043;4848
3330 Hol;2044;4856
3330 Hol;2045;4864
3330 Hol;2046;4871
3330 Hol;2047;4877
3330 Hol;2048;4882
3330 Hol;2049;4887
3330 Hol;2050;4891
3332 Sigdal;2024;3526
3332 Sigdal;2025;3547
3332 Sigdal;2026;3558
3332 Sigdal;2027;3562
3332 Sigdal;2028;3564
3332 Sigdal;2029;3564
3332 Sigdal;2030;3562
3332 Sigdal;2031;3562
3332 Sigdal;2032;3562
3332 Sigdal;2033;3563
3332 Sigdal;2034;3565
3332 Sigdal;2035;3568
3332 Sigdal;2036;3570
3332 Sigdal;2037;3573
3332 Sigdal;2038;3576
3332 Sigdal;2039;3578
3332 Sigdal;2040;3580
3332 Sigdal;2041;3582
3332 Sigdal;2042;3583
3332 Sigdal;2043;3584
3332 Sigdal;2044;3585
3332 Sigdal;2045;3586
3332 Sigdal;2046;3586
3332 Sigdal;2047;3585
3332 Sigdal;2048;3584
3332 Sigdal;2049;3583
3332 Sigdal;2050;3582
3334 Flesberg;2024;2781
3334 Flesberg;2025;2832
3334 Flesberg;2026;2873
3334 Flesberg;2027;2905
3334 Flesberg;2028;2933
3334 Flesberg;2029;2957
3334 Flesberg;2030;2977
3334 Flesberg;2031;2997
3334 Flesberg;2032;3017
3334 Flesberg;2033;3036
3334 Flesberg;2034;3056
3334 Flesberg;2035;3074
3334 Flesberg;2036;3093
3334 Flesberg;2037;3111
3334 Flesberg;2038;3127
3334 Flesberg;2039;3143
3334 Flesberg;2040;3158
3334 Flesberg;2041;3172
3334 Flesberg;2042;3185
3334 Flesberg;2043;3198
3334 Flesberg;2044;3210
3334 Flesberg;2045;3222
3334 Flesberg;2046;3234
3334 Flesberg;2047;3245
3334 Flesberg;2048;3256
3334 Flesberg;2049;3266
3334 Flesberg;2050;3275
3336 Rollag;2024;1395
3336 Rollag;2025;1401
3336 Rollag;2026;1406
3336 Rollag;2027;1410
3336 Rollag;2028;1415
3336 Rollag;2029;1420
3336 Rollag;2030;1426
3336 Rollag;2031;1432
3336 Rollag;2032;1437
3336 Rollag;2033;1442
3336 Rollag;2034;1446
3336 Rollag;2035;1449
3336 Rollag;2036;1452
3336 Rollag;2037;1454
3336 Rollag;2038;1456
3336 Rollag;2039;1457
3336 Rollag;2040;1458
3336 Rollag;2041;1460
3336 Rollag;2042;1461
3336 Rollag;2043;1462
3336 Rollag;2044;1463
3336 Rollag;2045;1464
3336 Rollag;2046;1464
3336 Rollag;2047;1465
3336 Rollag;2048;1465
3336 Rollag;2049;1465
3336 Rollag;2050;1466
3338 Nore og Uvdal;2024;2486
3338 Nore og Uvdal;2025;2477
3338 Nore og Uvdal;2026;2470
3338 Nore og Uvdal;2027;2462
3338 Nore og Uvdal;2028;2455
3338 Nore og Uvdal;2029;2450
3338 Nore og Uvdal;2030;2446
3338 Nore og Uvdal;2031;2442
3338 Nore og Uvdal;2032;2438
3338 Nore og Uvdal;2033;2435
3338 Nore og Uvdal;2034;2431
3338 Nore og Uvdal;2035;2429
3338 Nore og Uvdal;2036;2426
3338 Nore og Uvdal;2037;2423
3338 Nore og Uvdal;2038;2421
3338 Nore og Uvdal;2039;2418
3338 Nore og Uvdal;2040;2414
3338 Nore og Uvdal;2041;2411
3338 Nore og Uvdal;2042;2407
3338 Nore og Uvdal;2043;2403
3338 Nore og Uvdal;2044;2399
3338 Nore og Uvdal;2045;2395
3338 Nore og Uvdal;2046;2390
3338 Nore og Uvdal;2047;2386
3338 Nore og Uvdal;2048;2381
3338 Nore og Uvdal;2049;2375
3338 Nore og Uvdal;2050;2370
3401 Kongsvinger;2024;18058
3401 Kongsvinger;2025;18161
3401 Kongsvinger;2026;18220
3401 Kongsvinger;2027;18241
3401 Kongsvinger;2028;18256
3401 Kongsvinger;2029;18265
3401 Kongsvinger;2030;18269
3401 Kongsvinger;2031;18273
3401 Kongsvinger;2032;18277
3401 Kongsvinger;2033;18281
3401 Kongsvinger;2034;18285
3401 Kongsvinger;2035;18290
3401 Kongsvinger;2036;18296
3401 Kongsvinger;2037;18302
3401 Kongsvinger;2038;18308
3401 Kongsvinger;2039;18313
3401 Kongsvinger;2040;18318
3401 Kongsvinger;2041;18323
3401 Kongsvinger;2042;18327
3401 Kongsvinger;2043;18332
3401 Kongsvinger;2044;18336
3401 Kongsvinger;2045;18339
3401 Kongsvinger;2046;18342
3401 Kongsvinger;2047;18345
3401 Kongsvinger;2048;18346
3401 Kongsvinger;2049;18347
3401 Kongsvinger;2050;18346
3403 Hamar;2024;32879
3403 Hamar;2025;33385
3403 Hamar;2026;33802
3403 Hamar;2027;34134
3403 Hamar;2028;34433
3403 Hamar;2029;34704
3403 Hamar;2030;34945
3403 Hamar;2031;35179
3403 Hamar;2032;35405
3403 Hamar;2033;35623
3403 Hamar;2034;35832
3403 Hamar;2035;36034
3403 Hamar;2036;36229
3403 Hamar;2037;36413
3403 Hamar;2038;36587
3403 Hamar;2039;36751
3403 Hamar;2040;36905
3403 Hamar;2041;37051
3403 Hamar;2042;37188
3403 Hamar;2043;37318
3403 Hamar;2044;37441
3403 Hamar;2045;37558
3403 Hamar;2046;37669
3403 Hamar;2047;37775
3403 Hamar;2048;37876
3403 Hamar;2049;37972
3403 Hamar;2050;38063
3405 Lillehammer;2024;28768
3405 Lillehammer;2025;29046
3405 Lillehammer;2026;29279
3405 Lillehammer;2027;29466
3405 Lillehammer;2028;29652
3405 Lillehammer;2029;29838
3405 Lillehammer;2030;30022
3405 Lillehammer;2031;30196
3405 Lillehammer;2032;30361
3405 Lillehammer;2033;30518
3405 Lillehammer;2034;30668
3405 Lillehammer;2035;30813
3405 Lillehammer;2036;30953
3405 Lillehammer;2037;31087
3405 Lillehammer;2038;31213
3405 Lillehammer;2039;31332
3405 Lillehammer;2040;31445
3405 Lillehammer;2041;31552
3405 Lillehammer;2042;31653
3405 Lillehammer;2043;31750
3405 Lillehammer;2044;31843
3405 Lillehammer;2045;31933
3405 Lillehammer;2046;32019
3405 Lillehammer;2047;32100
3405 Lillehammer;2048;32176
3405 Lillehammer;2049;32248
3405 Lillehammer;2050;32314
3407 Gjøvik;2024;30903
3407 Gjøvik;2025;31193
3407 Gjøvik;2026;31419
3407 Gjøvik;2027;31581
3407 Gjøvik;2028;31725
3407 Gjøvik;2029;31853
3407 Gjøvik;2030;31964
3407 Gjøvik;2031;32071
3407 Gjøvik;2032;32173
3407 Gjøvik;2033;32272
3407 Gjøvik;2034;32370
3407 Gjøvik;2035;32465
3407 Gjøvik;2036;32560
3407 Gjøvik;2037;32651
3407 Gjøvik;2038;32737
3407 Gjøvik;2039;32819
3407 Gjøvik;2040;32897
3407 Gjøvik;2041;32970
3407 Gjøvik;2042;33039
3407 Gjøvik;2043;33102
3407 Gjøvik;2044;33161
3407 Gjøvik;2045;33217
3407 Gjøvik;2046;33270
3407 Gjøvik;2047;33319
3407 Gjøvik;2048;33365
3407 Gjøvik;2049;33408
3407 Gjøvik;2050;33447
3411 Ringsaker;2024;35612
3411 Ringsaker;2025;35706
3411 Ringsaker;2026;35785
3411 Ringsaker;2027;35843
3411 Ringsaker;2028;35921
3411 Ringsaker;2029;36018
3411 Ringsaker;2030;36135
3411 Ringsaker;2031;36253
3411 Ringsaker;2032;36374
3411 Ringsaker;2033;36497
3411 Ringsaker;2034;36622
3411 Ringsaker;2035;36747
3411 Ringsaker;2036;36872
3411 Ringsaker;2037;36991
3411 Ringsaker;2038;37104
3411 Ringsaker;2039;37211
3411 Ringsaker;2040;37312
3411 Ringsaker;2041;37408
3411 Ringsaker;2042;37500
3411 Ringsaker;2043;37586
3411 Ringsaker;2044;37668
3411 Ringsaker;2045;37744
3411 Ringsaker;2046;37815
3411 Ringsaker;2047;37880
3411 Ringsaker;2048;37938
3411 Ringsaker;2049;37990
3411 Ringsaker;2050;38036
3412 Løten;2024;7929
3412 Løten;2025;8010
3412 Løten;2026;8072
3412 Løten;2027;8116
3412 Løten;2028;8155
3412 Løten;2029;8189
3412 Løten;2030;8217
3412 Løten;2031;8243
3412 Løten;2032;8267
3412 Løten;2033;8290
3412 Løten;2034;8311
3412 Løten;2035;8332
3412 Løten;2036;8352
3412 Løten;2037;8371
3412 Løten;2038;8390
3412 Løten;2039;8407
3412 Løten;2040;8424
3412 Løten;2041;8440
3412 Løten;2042;8455
3412 Løten;2043;8470
3412 Løten;2044;8485
3412 Løten;2045;8499
3412 Løten;2046;8513
3412 Løten;2047;8526
3412 Løten;2048;8537
3412 Løten;2049;8548
3412 Løten;2050;8558
3413 Stange;2024;21605
3413 Stange;2025;21818
3413 Stange;2026;22001
3413 Stange;2027;22152
3413 Stange;2028;22304
3413 Stange;2029;22456
3413 Stange;2030;22605
3413 Stange;2031;22749
3413 Stange;2032;22886
3413 Stange;2033;23017
3413 Stange;2034;23143
3413 Stange;2035;23265
3413 Stange;2036;23384
3413 Stange;2037;23498
3413 Stange;2038;23608
3413 Stange;2039;23713
3413 Stange;2040;23812
3413 Stange;2041;23907
3413 Stange;2042;23997
3413 Stange;2043;24082
3413 Stange;2044;24161
3413 Stange;2045;24236
3413 Stange;2046;24305
3413 Stange;2047;24369
3413 Stange;2048;24427
3413 Stange;2049;24481
3413 Stange;2050;24529
3414 Nord-Odal;2024;4992
3414 Nord-Odal;2025;4966
3414 Nord-Odal;2026;4943
3414 Nord-Odal;2027;4921
3414 Nord-Odal;2028;4904
3414 Nord-Odal;2029;4891
3414 Nord-Odal;2030;4882
3414 Nord-Odal;2031;4874
3414 Nord-Odal;2032;4867
3414 Nord-Odal;2033;4862
3414 Nord-Odal;2034;4858
3414 Nord-Odal;2035;4854
3414 Nord-Odal;2036;4852
3414 Nord-Odal;2037;4849
3414 Nord-Odal;2038;4847
3414 Nord-Odal;2039;4845
3414 Nord-Odal;2040;4844
3414 Nord-Odal;2041;4842
3414 Nord-Odal;2042;4841
3414 Nord-Odal;2043;4839
3414 Nord-Odal;2044;4838
3414 Nord-Odal;2045;4836
3414 Nord-Odal;2046;4834
3414 Nord-Odal;2047;4832
3414 Nord-Odal;2048;4830
3414 Nord-Odal;2049;4827
3414 Nord-Odal;2050;4824
3415 Sør-Odal;2024;8112
3415 Sør-Odal;2025;8170
3415 Sør-Odal;2026;8225
3415 Sør-Odal;2027;8272
3415 Sør-Odal;2028;8317
3415 Sør-Odal;2029;8361
3415 Sør-Odal;2030;8404
3415 Sør-Odal;2031;8446
3415 Sør-Odal;2032;8488
3415 Sør-Odal;2033;8529
3415 Sør-Odal;2034;8570
3415 Sør-Odal;2035;8610
3415 Sør-Odal;2036;8650
3415 Sør-Odal;2037;8687
3415 Sør-Odal;2038;8723
3415 Sør-Odal;2039;8757
3415 Sør-Odal;2040;8788
3415 Sør-Odal;2041;8819
3415 Sør-Odal;2042;8847
3415 Sør-Odal;2043;8875
3415 Sør-Odal;2044;8902
3415 Sør-Odal;2045;8927
3415 Sør-Odal;2046;8951
3415 Sør-Odal;2047;8974
3415 Sør-Odal;2048;8995
3415 Sør-Odal;2049;9015
3415 Sør-Odal;2050;9034
3416 Eidskog;2024;6040
3416 Eidskog;2025;6054
3416 Eidskog;2026;6063
3416 Eidskog;2027;6067
3416 Eidskog;2028;6071
3416 Eidskog;2029;6075
3416 Eidskog;2030;6078
3416 Eidskog;2031;6082
3416 Eidskog;2032;6086
3416 Eidskog;2033;6091
3416 Eidskog;2034;6095
3416 Eidskog;2035;6100
3416 Eidskog;2036;6105
3416 Eidskog;2037;6110
3416 Eidskog;2038;6114
3416 Eidskog;2039;6118
3416 Eidskog;2040;6121
3416 Eidskog;2041;6124
3416 Eidskog;2042;6127
3416 Eidskog;2043;6129
3416 Eidskog;2044;6131
3416 Eidskog;2045;6132
3416 Eidskog;2046;6132
3416 Eidskog;2047;6133
3416 Eidskog;2048;6132
3416 Eidskog;2049;6131
3416 Eidskog;2050;6129
3417 Grue;2024;4532
3417 Grue;2025;4543
3417 Grue;2026;4548
3417 Grue;2027;4548
3417 Grue;2028;4548
3417 Grue;2029;4548
3417 Grue;2030;4548
3417 Grue;2031;4548
3417 Grue;2032;4550
3417 Grue;2033;4551
3417 Grue;2034;4553
3417 Grue;2035;4554
3417 Grue;2036;4555
3417 Grue;2037;4555
3417 Grue;2038;4556
3417 Grue;2039;4555
3417 Grue;2040;4555
3417 Grue;2041;4554
3417 Grue;2042;4552
3417 Grue;2043;4550
3417 Grue;2044;4548
3417 Grue;2045;4546
3417 Grue;2046;4544
3417 Grue;2047;4542
3417 Grue;2048;4539
3417 Grue;2049;4536
3417 Grue;2050;4533
3418 Åsnes;2024;7339
3418 Åsnes;2025;7418
3418 Åsnes;2026;7463
3418 Åsnes;2027;7477
3418 Åsnes;2028;7481
3418 Åsnes;2029;7474
3418 Åsnes;2030;7457
3418 Åsnes;2031;7442
3418 Åsnes;2032;7428
3418 Åsnes;2033;7416
3418 Åsnes;2034;7406
3418 Åsnes;2035;7396
3418 Åsnes;2036;7387
3418 Åsnes;2037;7379
3418 Åsnes;2038;7371
3418 Åsnes;2039;7363
3418 Åsnes;2040;7355
3418 Åsnes;2041;7347
3418 Åsnes;2042;7340
3418 Åsnes;2043;7333
3418 Åsnes;2044;7326
3418 Åsnes;2045;7319
3418 Åsnes;2046;7312
3418 Åsnes;2047;7305
3418 Åsnes;2048;7298
3418 Åsnes;2049;7290
3418 Åsnes;2050;7282
3419 Våler (Innlandet);2024;3615
3419 Våler (Innlandet);2025;3614
3419 Våler (Innlandet);2026;3610
3419 Våler (Innlandet);2027;3601
3419 Våler (Innlandet);2028;3593
3419 Våler (Innlandet);2029;3585
3419 Våler (Innlandet);2030;3577
3419 Våler (Innlandet);2031;3571
3419 Våler (Innlandet);2032;3566
3419 Våler (Innlandet);2033;3561
3419 Våler (Innlandet);2034;3557
3419 Våler (Innlandet);2035;3553
3419 Våler (Innlandet);2036;3550
3419 Våler (Innlandet);2037;3546
3419 Våler (Innlandet);2038;3543
3419 Våler (Innlandet);2039;3539
3419 Våler (Innlandet);2040;3536
3419 Våler (Innlandet);2041;3532
3419 Våler (Innlandet);2042;3528
3419 Våler (Innlandet);2043;3525
3419 Våler (Innlandet);2044;3522
3419 Våler (Innlandet);2045;3519
3419 Våler (Innlandet);2046;3516
3419 Våler (Innlandet);2047;3512
3419 Våler (Innlandet);2048;3509
3419 Våler (Innlandet);2049;3505
3419 Våler (Innlandet);2050;3502
3420 Elverum;2024;21761
3420 Elverum;2025;21837
3420 Elverum;2026;21889
3420 Elverum;2027;21920
3420 Elverum;2028;21957
3420 Elverum;2029;22000
3420 Elverum;2030;22047
3420 Elverum;2031;22091
3420 Elverum;2032;22134
3420 Elverum;2033;22174
3420 Elverum;2034;22212
3420 Elverum;2035;22248
3420 Elverum;2036;22284
3420 Elverum;2037;22316
3420 Elverum;2038;22346
3420 Elverum;2039;22373
3420 Elverum;2040;22400
3420 Elverum;2041;22425
3420 Elverum;2042;22448
3420 Elverum;2043;22470
3420 Elverum;2044;22491
3420 Elverum;2045;22511
3420 Elverum;2046;22530
3420 Elverum;2047;22547
